content,content_en
aplikasi siap guna sulit bukan mudah jauh selalu suruh update simulasi berubah2 teknis kalau memang siap jangan paksa suka keluar sendiri autentikasi sidik jari suka masalah kata direset ada data tinggal update akhir unggah online warna merah mulu padahal tempat jaring bagus stabil kl warna biru masuk server h-3 ada jelas nyata rawan sekali,"the application is ready to use, it's difficult, not easy, it's always asked to update the simulation, technical changes, if it's ready, don't force it, like to exit it yourself, fingerprint authentication, like the word problem, reset, there is data, just update, then upload online, the color is red, even though the net site is good, it's stable, if the blue color enters the server h- 3 there are clearly very vulnerable"
buruk sekali tadi bimtek sehararusnya simulasi ajar cara guna aplikasi sirekap nyata 1 jam loading terus pulang bisa masuk semua serta operator sirekap ada bisa masuk lama nunggu malah tulis jadi salah inisial aplikasi gagal dapat kunci digital timeout gagal dapat kunci digital internal server error,"It was really bad, the technical guidance should have been a simulation teaching how to use the real Sirekap application, 1 hour loading and then coming home, everything could be entered and the Sirekap operator was there, it took a long time to enter, but instead it wrote the wrong initial, the application failed to get the digital key, timeout, failed to get the digital key, internal server error"
udah update malah bisa masuk jadi salah laku inisial aplikasi gagal dapat kunci digital udah ikutin smua cara masih sama bisa juga hampir smua kendala nya gitu trus pilih tinggal berapa hari lagi aplikasi nya problem smua kata mudah kok malah gin mohon dong solusi nya udah mumet,"It's been updated, it can even enter incorrectly, the initials of the application fail to get the digital key, I've followed all the methods, it's still the same, almost all the problems are like that, then choose, how many days are left, the application has a problem, all the words are easy, why don't you ask, please, the solution is already confusing."
login bisa masuk sertifikasi gagal terus udah nyoba dihp tteep bisa android 11 padahal kata server down banyak pake nyoba jam 1 pagi juga tetep bisa udah nyoba hapus chache hapus data uninstall aplikasi kali kali tetep bisa tolong baik sistem ini buat 1 indonesia loh terimakasih,"Login can enter certification and fails, I've tried on my cellphone but it still works on Android 11, even though it says the server is down, many people use it, try at 1 am, but I can still try, delete cache, delete data, uninstall the application, it still works, please help, this system is for 1 Indonesia, thank you"
aplikasi sangat jauh layak banyak bug hasil simulasi tgl 6 kemarin sering aplikasi logout sendiri akan ambil foto dokumen c1 terus waktu pemrosesan foto lumayan lama kalau emang siap lebih baik batal guna sirekap,"the application is very far away, there are lots of bugs, simulation results on the 6th of yesterday, the application often logs out itself, it will take a photo of the C1 document, then the photo processing time is quite long, if it is ready, it is better to cancel it for sirekap"
sulit sekali login banyak sekali tindak sudah coba log in jangan bisa foto c hasil simulasi login rata 90 kpps wilayah sama pegang aplikasi alami masalah sama susah log in dari sistem androidnya tidak masalah tapi aplikasi benar uji sabar guna - -,"Very difficult to log in, lots of actions, I've tried logging in and can't take a photo. Login simulation results average 90 kpps in the same area, holding the application, experiencing the same problem, it's hard to log in from the Android system, no problem, but the application is correct, test patience - -"
3 hari coba masuk kali buka aplikasi nya malah jaring jadi jelek saat buka aplikasi lain lancar saja harus lebih tingkat karena permasalahnnya jaring tidak semua jaring indonesia bagus,"After 3 days of trying to log in, the next time I opened the application, the net became bad, when I opened another application it ran smoothly, it had to be higher because the problem was that not all Indonesian nets were good."
menu kamera kamera guna hanya kamera ultra wide jadi hasil sedikit buram juga hasil distorsi di baru atau sedia opsi kamera wide biasa gambar lebih jelas device sony xperia 1,"Camera menu: The camera is only used for the ultra wide camera so the results are a little blurry and the result of distortion is the new one or there is a regular wide camera option, the picture is clearer on the Sony Xperia 1 device"
mula awal login hingga ganti password pertama tanggal 3februari bimtek lanjut info ad update versi baru lalu langsg di-update versi baru 2 32 versi update per 2 februari eehh nyata tak bisa login kpu benar benar siap y sistem penuh trouble kn siakba tmpo hari gitu upload disalahin jaring tethering kan kwan kawan pakai hostpot aman aj handphone penuh padahal kosong tengah memori,"from the beginning of logging in until the first password change on February 3rd Bimtek continued info ad new version update then immediately updated to new version 2 32 updated version as of February 2nd eehh apparently can't log in kpu is really ready y system is full of trouble why it's silent on that day the upload was wrong The tethering network, friends, using a safe hotspot, makes your cellphone full even though the memory is empty"
coba upload beberapa c hasil latih baru beberapa foto cache tinggal simpan lumayan cukup besar juga perlu jaring internet bener2 jos krna klik detail nyata foto gagal unggah,"try uploading some new training results, some cache photos, just save it, it's quite big, it also requires a really good internet connection, because clicking on real details of the photo failed to upload"
kamera klo dalam aplikasi bagus apa jadi buram fokus itu tidak bisa upload foto galeri juga padahal klo pke kamera biasa tulis nya sangat jelas kok baca angka nya banyak masalah,"If the camera is in a good application, the focus is blurry, it can't even upload gallery photos, even though if you use a regular camera, the writing is very clear, there are a lot of problems reading the numbers."
hanya masuk menu awal proses inisiasi aktivasi juga masuk error jaring internet saat guna wifi proses aktivasi lebih cepat karena os gawai tidak dukung terang aplikasi guna os android 7 0 yang baru sangat hambat proses kenal tata cara guna aplikasi sampai saat ini bisa guna waktu mulai batas,"only enter the initial menu, the activation initiation process also enters an internet network error when using WiFi, the activation process is faster because the device's OS does not support the clear application for the new Android 7 0 OS, the process of getting to know the procedures for using the application is very slow, until now it can be used, the start time is limited"
jelek sekali handphone ram 8 simpan 130 gb susah banget ngirim gambar kluar mulu suruh login mulu lama banget pake aplikasi tolong baik segera banyak keluh hanya banyak yang eror,"very bad mobile phone with 8 RAM, 130 GB storage, very difficult to send pictures, it takes a long time to log in, it takes a long time to use the application, please be good, soon, lots of complaints, only lots of errors"
yakin digitalisasi sangat efisien aspek data ini lebih utama bisa mungkin 6 bulan guna lancar guna aplikasi bukan kaum muda beberapa masih proses paham teknologi mungkin menu sudah sangat mudah paham saja proses langkah log in sudah masalah yakin perintah bangun aplikasi lebih sempurna pada produk swasta itu moga lancar waktu di hari h,"I'm sure that digitization is very efficient, this aspect of data is more important, it could take maybe 6 months to run smoothly using the application, not young people, some are still in the process of understanding technology, maybe the menu is very easy, just understand the process of logging in, it's a problem, I'm sure the command to build the application is more perfect on private products, hopefully it will run smoothly time on day h"
aplikasi jelek gimana mau lancar pas milu login udah banyak masalah pas laksana nanti seluruh serentak kirim data lebih errorr lagi hadeh  aplikasi dada kasih saran sih kalau mau pakai aplikasi rencana buat aplikasi mumpuni,"The application is bad, how can it run smoothly when you log in, there are a lot of problems when you run it, everything will send data simultaneously, there will be more errors, the Dada application, give me some advice, if you want to use the application, plan to make a good application."
mohon devlover apknya aplikasi bug aplikasi siap sama sekali terlalu banyak gagal servernya sendiri kalau memang siap launching jangan launchingkan terlalu paksa guna siap bilang ada bukan matang pakai wifi kapasitas jaring kenceng tetap ada ingat salah inisial harus apknya kembang sejak lama kesan lihat di kembang baru kemaren sore sangat susah kami,"please devlover the apk, the application bugs, the application is ready at all, the server itself fails too much, if it is ready to launch, don't launch it too forcefully, so be ready to say it's there, it's not ready, use wifi, the net capacity is still there, remember that the initials are wrong, the apk has to be developed for a long time, the impression is that I saw the new flower yesterday afternoon it's very difficult for us"
aplikasi layak guna banyak eror sudah login keluar sendiri pasti muncul terang ada profil aktif tanya yang tanggung jawab ada jawab coba terus bisa hadehhh kalau kayak gin pas di guna besok bukan bantu cepat malah lambat makin lama,"the application is suitable for use, there are lots of errors, when you log in, it will appear automatically, there is an active profile, ask questions, answer them, keep trying, you can have it, if it's like gin, it's just right to use it tomorrow, it won't help, it's fast, it's slow, it's taking longer"
versi 2 30 login kualitas kamera ambil foto sangat jelek sekali update versi 2 32 malah bisa login baik lagi lancar semua waktu coblos dekat,version 2 30 login camera quality for taking photos is very bad update version 2 32 even login is good and smooth all the time voting is close
sensor deteksi foto scanya baik pak soal sering gagal terus terus ulang foto misal gin terus alamat pak foto ulang terus masuk masuk halaman ajah untuk deteksi lebih 10x pak padahal jaring bagus,"The photo detection sensor scans well, sir, the problem often fails and keeps repeating the photo, for example, gin, the address, sir, the photo keeps repeating, it keeps entering the first page to detect more than 10 times, sir, even though the net is good."
gimana aplikasi nya beberapa kali bolak balik install uninstall ubah pass beberapa kali minta pass ulang msh login mana mau dekat hari milu gara2 aplikasi nya tidak bisa kepake jadi susah tahap login gbisa apa mau simulasi baik lah cepat soal login susah banget tahap simulasi belum coba gimana,"How is the application going back and forth several times, installing, uninstalling, changing the pass several times, asking for a repeat pass, but still logging in, I'm going to be close to a cold day, because the application can't be used, so it's difficult, the login stage can't do it, I want to simulate, it's good, it's fast, the login problem is really difficult, the simulation stage hasn't tried it yet, how do I try it?"
sangat susah mau login inisial susah sekali error lah time out lah server error dll pdhal pakai wifi tempat ttap masuk kalau begini cara bukan mudah mlh justru sulit tlg baik atau gimana krn semua android bisa mudah masuk aplikasi tsb,"it's very difficult to log in, it's very difficult, there's an error, it's a time out, there's a server error, etc. even though you're using WiFi, you can still log in. If this is the way it's not easy, it's actually difficult, please be good or what, because all Androids can easily enter the application, etc."
terima kasih laku banyak baik sedikit masuk versi 2 41 baik nya menu ambil gambar dr galeri dapat jadi alternatif apabila jadi salah verifikasi gmbr arti apabila nya c hasil masuk dalam kotak kembali pps bisa ulang upload gmbr verifikasi gambar dr galeri harus bongkar kotak jd meminimalisir khawatir,"thank you, it sells a lot, it's good, it's a bit good, it's good, the menu for taking pictures from the gallery can be an alternative if it goes wrong, verifying the image means if it's C, the results come back in the box, pps, you can re-upload the image, verify the image from the gallery, you have to dismantle the box, so you minimize worry."
nemuin kurang untuk user infinix masuk user samsung xiaomi masuk mohon baik semua hape android bisa masuk saransaya buat akses masuk sistem tunggu jadi musti multipel klik cukup refresh saja buat akses timeout lama 3 menit hasil kirim hasil sirekap jangan buat jadi lama ranah grassroot kerja kpu pusat bidang teknologi lambat merespon masuk mumpung ada 1 minggu lagi,"found missing for Infinix users, enter, Samsung Xiaomi users, enter, please, OK, all Android phones can enter, my suggestion is to access the system, wait, so you have to click multiple times, just refresh, just refresh for access, timeout takes 3 minutes, results send sirekap results, don't make it take a long time in the grassroot area, central KPU work technology is slow to respond even though there is 1 week left"
aplikasi layak milu  rasa justru beban kpps awal banyak trobel login padahal masuk halaman awal  login bisa  rasa perlu kaji ulang layak aplikasi semua kpps bisa login batas sinyal belum rata  mau maksimal apa tetap tidak maksimal,"The app is worth it, I feel like the initial KPPS load has a lot of trouble logging in, even though you enter the initial login page, you might feel like you need to re-examine how the app is worth it for all KPPS to be able to log in. The signal limit is not even, whether it's optimal or not optimal."
perlu baik utama shutter speed kamera kurang cepat akibat gambar terkadang blur walaupun handphone bagus tetep saja dua proses verifikasi foto notifikasi kalo sudah selesai masa kita cek detail terus nya ada notif biar tau tinggal submit tiga proses verifikasi foto sangat lama takut hari h ulang tembus pagi empat ada fitur hapus foto takut nya sirekap 1 masalah,"It needs to be good, the main thing is that the camera shutter speed is not fast because the image is sometimes blurry, even though the cellphone is good, there are still two photo verification processes, notifications when it's finished, when we check the details, then there's a notification so you know, just submit three photo verification processes, it takes a very long time, I'm afraid the next day will be repeated in the morning on the fourth There is a feature to delete photos, I'm afraid it will cause 1 problem"
error  jadi salah siap perangkat  pasti hubung jaring internet padahal handphone hubung wifi data seluler update instal ulang aplikasi aktif seluruh izin di perlu hapus beberapa aplikasi tak perlu mohon solusi nya,"the error is wrong, the device is ready to be connected to the internet, even though the cellphone is connected to WiFi, cellular data, update, reinstall active applications, all permissions are needed, delete some unnecessary applications, please provide a solution"
app support perangkat saya padahal android 13 ram 8gb ulang x uninstall saja sampai menu utama login langsung gagal menu lanjut entah proses ujicobanya apa launching tidak segera baik saya app masih layak guna milu 2024,"The app supports my device, even though it's Android 13, 8GB RAM, just reinstall it, just uninstall it until the main menu, login immediately fails, continue menu, I don't know what the testing process is or whether it launches, it doesn't work right away, my app is still suitable for use, Milu 2024"
milu makin dekat aplikasi masih jauh kata optimal masih banyak cacat bagai fitur nya upaya untuk maksimal  optimal kait pengoprasian aplikasi  jangan pada hari-h masih banyak kendala di keluh guna  khusus nya kpps di tunjuk sirekap,"Milu is getting closer and closer to the application, it is still far from being optimal, there are still many defects in its features, efforts are made to be optimal regarding the operation of the application, not on the day-to-day, there are still many obstacles to complain about, especially KPPS has been appointed sirekap"
baru mau inisial susah minta ampun memang aplikasi digitalisasi milu indonesia siap maksud hati memudhkan cepat aplikasi malah masih mentah sangat susah akses akhir malah tambah masalah lebih lambat mohon segera baik benar benar mudah depan,"I just want to start, it's hard, I'm sorry, the Indonesian Milu digitalization application is ready, the intention is to make it easy quickly, the application is still raw, it's very difficult to access the end, it's even more problematic, it's slower, please hurry up, it's really easy, it's really easy, next"
aplikasi sangat prematur susah login gilir pindah ponsel kualitas kamera pada malah loading gagal dapat kunci digital  timeout ayok tim it kpu serius bkin aplikasi jangan tuju digitalisasi utk mudah malah akhir sulit tuju mudah ingat waktu desak hasil ada tang para kpps,"the application is very premature, it's hard to log in, it takes turns to move the cellphone, the camera quality even fails to load, you can get the digital key, timeout, come on, the IT team, KPU, are serious about making the application, don't aim for digitalization to make it easy, in the end it's difficult, aim for easy, remember when you press for results, there are KPPS pliers"
lebih baik aplikasi memang benar ada aplikasi nntinya mudah jalan mungut suara saat hari h kalau aplikasi dukung support ya sm itu masuk susah ada aplikasi ini laku arah coba uninstal instal hasil sama tetap aplikasi tidak dukung login,"it's better if the application is true, there is an application, it's easy to get votes on the day if the application supports support, yes, it's difficult to get in. This application works, try uninstalling, installing the same result, still the application doesn't support logging in"
mending gausah aplikasi saja sih apa apa udah eror terus login susah banget pas udah login saja tuh kendala kualitas gambar ampun deh masak iya ngedit terus mana sering tiba logout server down teruuusss,"It's better not to just use the application, is there an error and logging in, it's really hard when I just log in, there's a problem with the image quality, sorry, okay, I keep editing and the server logs out all the time."
guna digitalisasi program milu sangat bantu namun mohon baik lagi banyak anggota jadi bagi sirekap bisa akses apk selalu nge-stuck inisial,"in order to digitize the milu program, it is very helpful, but please be kind, there are lots of members, so for those of you who can access the apk, the initials are always stuck."
udah capek menginstal hampir 100kali usaha login begitu pernah hasil ada masalah username password valid padahal memang benar kirim yang saya masuk itu kata error time out gagal dapat sertifikat dll pusing,"I'm tired of installing almost 100 times when I try to log in. The result is that there's a problem with the username and password being valid, even though it's true that the message I entered said error, time out, failed to get certificate, etc. I'm confused."
aplikasi buat log in udah coba kali kali tetep tidak bisa bukan mudah malah sulit milu udah mepet aplikasi malah final jadi udah gitu belum bisa log in tuntut buat segera log in akan salah guna bukan developer gimana nih tanggepannya kpu,"I've tried the application to log in several times, but it doesn't work, it's not easy, it's difficult, the application is stuck, it's final, so it's like that, I can't log in yet, demanding to log in immediately, it's wrong, not a developer, what's KPU's response?"
mohon perhati  dalam kembang aplikasi siap dahulu mau mudah hasil malah jadi susah memang tetap guna hari milu siap dengan matang baik servernya aplikasi lain bagai jangan mau jalan aplikasi inisial selalu error selalu timeout tolong baik kesiap terimakasih,"please pay attention when developing the application, ready first, it will be easy, the results will be difficult, it will still be useful for the next day, be well prepared, the server, other applications, like don't want to start, the initial application always has an error, always timeouts, please be good, be ready, thank you"
tingkat awal download aman masukin username ganti password pas login selalu alas invalid dll akhir uninstall lalu install lagi sekarang baru klik tombol masuk malah aplikasi otomatis tutup terus  jadi sama sekali bisa gerak mana bisa jalan simulasi kalo kayak gin solusi,"initial level, secure download, enter username, change password when logging in, always invalid, etc., finally uninstall, then install again, now just click the enter button, instead the application automatically closes and then it continues to move at all, how can it run a simulation, if it's like gin, the solution"
negara terlalu paksa guna aplikasi ini bukan mudah mala susah bisa login apdet lagi itu bisa login lagi mana sinyal negara tidak rata banyak pelosok negeri belum jangkau jaring lebih mustahil mengoprasikan aplikasi nya,"The state is too forced to use this application, it's not easy, it's difficult to be able to log in to APDET again, it's possible to log in again, where the country's signal is uneven, many corners of the country don't have internet coverage, it's even more impossible to operate the application."
aplikasi layak guna milu tgl 14 februari aplikasi diupate baru data simulasi dahulu hapus aplikasi unggah data baru simulasi lanjut banyak gagal unggah data data yang hasil unggah nyata tidak terbac kpu,"the application is suitable for use on February 14th, the application was updated with new simulation data first, deleted the application, uploaded new data, further simulation, many failed data uploads, data whose real upload results were not readable by the KPU"
aplikasi nya bagus mngkin aman data nya tingkat karena rawan jadi double basis data saat pengupload foto cukup lama loading lama padahal pakai wifi paket internet mngkin utk mudah smoga buat versi web nya maaf sblmnya terima kasih,"the application is good, maybe the data level is safe because it is prone to double databases when uploading photos, it takes quite a long time to load, even though using wifi internet packages, it might be easy, hopefully a web version will be made, sorry in advance, thank you"
aplikasi bodong angka hasil sesuai foto offline mendetek angka sesuai asli angka kurang aneh tidak bisa edit unsur tidak beres data,"The fake number application results match the offline photo, detects numbers that match the original, less strange numbers, cannot edit incorrect data elements"
aplikasi tolol bukan mudah malah makin jadi sulit mau login susah nya tengah mati bisa 7 hari 7 malam kalau siap pakai aplikasi usah sok an ken serba digitalisasi benerin dlu tuh bug aplikasi baru publikasi kalau 100 siap,"Stupid application is not easy, in fact it becomes more difficult to log in, it's difficult, it's dead, it can take 7 days and 7 nights, if you're ready to use the application, you have to be pretentious and get all digitalized, fix it first, the application bugs will only be published if 100 are ready"
bisa masuk aplikasi terang server error padahal aplikasi mau pakai seluruh indonesia serentak baik server masuk aplikasi jalan lancar mudah guna depan,"When you can enter the application, the server error appears, even though the application wants to be used throughout Indonesia simultaneously, whether the server enters the application, it runs smoothly and is easy to use in the future"
aplikasi baik luas simpan misal pc perangkat itu chipset prosesor naik kualitas lebih lancar guna kan aplikasi server apa lah dupgrade pas pakai ada masalah login soal guna nanti pasti banyak dan masuk sama,"the application is good and wide, for example, if the device is a PC, the processor chipset has increased, the quality is smoother, what server application is used, upgrade it when you use it, there are problems logging in, about using it, there will definitely be a lot of it and you will enter the same"
lihat ulas teman belum seperti keluh sama aplikasi jalan sempurna whatsapp resmi kpu akses login aplikasi di suruh ganti pasword pasword baru update aplikasi malah bisa login developer baik cepat,"look at friends' reviews, not like the complaints about the application working perfectly, whatsapp is official, when accessing the application login, you are told to change the password, just update the application, you can even log in, the developer is good, fast"
bukan mudah malah sulit aplikasi ada mempokuskan kamera jadi sering jadi salah baca sulit untuk cari internet bagus lokasi ada beberapa lokasi sedia nya jaring,"it's not easy, it's actually difficult, the application focuses the camera, so it often makes misreads, it's difficult to find a good internet location, there are several locations where the net is available"
sangat buruk foto di ambil aplikasi sirekap jelas kalau sanggup buat aplikasi sendiri tidak kerja sama developer scanner lain camscanner akan hasil kualitas bagus,"very bad photos taken by the Sirekap application, it's clear that if you can make your own application, don't collaborate with other scanner developers, camscanner will get good quality results"
benar kata orang tahap pasuk finger print salah inisial salah jaring lah memori nya lah apa lah  lebih perhati khusus guna sirekap sangat di tuntut guna aplikasi ini bagi guna memang login bagi susah login  bukan jaring kurang stabil pakai wifi kapasitas jaring istimewa tetap ingat salah inisial,"It's true what people say at the login stage, finger print, wrong initials, wrong network, what's more, pay special attention to sirekap, it's really required to use this application for the purpose of logging in, it's difficult to log in, not the network is less stable, use WiFi, special network capacity, still remember the wrong initials"
baik kalau memang ingin digitalisasi siap matang semua masuk aplikasi dukung bukan tolak ada digitalisasi jika memang akhir sulit guna apa trobosan dan itu mohon depan baik lagi terimakasih,"OK, if you really want digitalization, it's ready, everything goes into the application, support it, don't reject digitalization, if it's really difficult at the end, what's the point of making a breakthrough and that's a good thing for the future, thank you again"
harus aplikasi kembang sejak lama kesan lihat baru d kembang kemarin sore jangan masuk jalan inisial nya susah entah time out error lain terus lihat komentar lain yang hasil foto jadi buram lah apa lah buka mudah malah tambah masalah rasa,"I had to apply flowers for a long time, the impression was that I saw new flowers yesterday afternoon, don't enter the initial road, it's difficult, whether it's timed out, another error continues to look at other comments, the photos are blurry, what's wrong, it's easy to open, it's even more of a taste problem."
aplikasi bukan mudah buat masalah baru 1 aplikasi buta huruf 2 jumlah manual 3 kendala server 4 selalu masalah login pokok kurang sangat banyak pda lebih aplikasi cacat alias prematur,the application is not easy to create new problems 1 application is illiterate 2 number of manuals 3 server problems 4 there are always main login problems not very much more the application is defective aka premature
aplikasi siap sama sekali terlalu banyak gagal server nya sendiri error gagal dll bukan salah signal tetapi server nya harus tingkat anggota log in serempak kata inisial perangkat selesai masih error suruh laku clear data clear data laku telah masuk tetap sama hasil nya ubah sama sekali,"the application is ready at all, too many failures, the server itself fails, errors, etc., it's not a signal error, but the server must be at the member level, log in simultaneously, the initials of the device are finished, there is still an error, tell me to clear the data, the data has been entered, the result is still the same, the results change completely"
aplikasnya sempurna sesi login batas pilih re-login tau menu logout login ulang upload data online laku untuk upload data offline mungkin data tidak akan deteksi harap untuk developer bisa segera benah aplikasi simpul aplikasi bisa sebut aplikasi demo atau seri beta final terima kasih,"the application is perfect, the login session limits, select re-login, know the logout menu, re-login, upload online data, it works for uploading offline data, maybe the data will not be detected. Hope the developer can immediately fix the application, the application node can be called a demo application or final beta series, thank you"
sudah selesai kerja data aplikasi sirekap  sudah kunci  alhasil saya buka kemabali mebgecek  data nya kosong  seperti awal aku ngerjaiiinnn nya begadang wooiii  lah,"I've finished working on the sirekap application data, it's locked, so I opened it again and checked the data, it's empty, like when I started working, I stayed up late, wow."
sbg anggota kpps sirekap 1 jujur aplikasi lah bikin pulang pagi pasti semua foto dg baik guna tetap tidak baca bimtek aplikasi tidak guna milu aplikasi down 1 hr pilih di cek buat pasti data kunci nyata bagi suruh ulang foto  mana bisa kunci kl begini untung semua hasil c1 di foto  scan jangan salah kpps kpu belum siap,"as a member of KPPS Sirekap 1 honestly, the application will make you come home in the morning for sure all the photos are good so that you don't read the technical guidance, the application is not useful, the application is down for 1 day, select it, check it to make sure the key data is real for ordering photos again, where can you lock it if it's like this, luckily all the results are C1 Don't be mistaken in the scanned photo, KPPS KPU is not ready yet"
servernya tingkat  kasihan operator upload foto 3 sampai jam jam harus ada menu unggah foto upload hasil foto kamera  scan bukan ambil gambar langsung aplikasi juga sedia aplikasi versi desktop,"the server level is poor, the operator uploads photos from 3 to 3 hours. There must be a menu for uploading photos. Uploading scanned camera photos, not taking pictures directly. The application also has a desktop version available."
buat aplikasi banget tangan sungguh sungguh masa upload sudah verifikasi semua kata data masuk real count kpu tolong baik ai sirekap bisa baca tulis yang sedikit blur salah coret servernya tolong baik itu sih kalo tambah saya beri tahu trimakasih,"for the application, really really hands, when uploading, I have verified all the data words are entered, real KPU count, please be good, AI Sirekap can read and write, a little blurry, the server is crossed out, please, that's good, if it's added, I'll let you know, thank you"
bisa kamera ambil foto guna kamera utama 48mp bukan kamera ultra wide 8mp buat foto hasil jadi buram tidak jelas foto minta sirekap tampak jelas mohon bantu jelas kamera ambil foto ubah foto hasil nampak jelas terima kasih,"can the camera take photos using the 48mp main camera, not the 8mp ultra wide camera, the resulting photo will be blurry, not clear, the photo asked for a frame to look clear, please help make it clear, the camera took a photo, change the resulting photo, it looks clear, thank you"
aplikasi turut bukan lancar malah hambat baik mulai proses lama belum hasil proses sistem foto live iya kalau tahu masih waktu lokasi ulang foto lah kalau tahu gagal proses nya waktu giat selesai plano kirim lah sistem baik lancar kpps jalan tugas justru malah lambat kpps baik,"the application isn't running smoothly, it's actually slow, it's starting to take a long time, but the results of the process, the photo system is live, yes, if you know it's still time to re-locate the photo, if you know it's failed, the process will work when it's finished, the plan is sending, the system is good, it's running smoothly, but in fact it's slow, kpps is good"
burukkk banget aplikasi hari bagi pdf nya pagi sekarang muter terus padahal memory handphone internal 6 gb udah matiin data terus nyalaiin muter handphone nya matiin terus nyalaiin masih muterr restart handphone nya masih muter tuhh muncul pdfnya orang pada bisa kok tidak bisaa apaa penyebabnyaaaaa saya juga binggung,"Very bad today's application for PDF, in the morning, now it keeps playing even though the phone's internal memory is 6 GB, data has been turned off, then the phone has turned on, the phone has been turned off, the phone has been turned on, it's still playing, restarting the phone, it's still playing, the pdf appears, people can see why it can't, what's the cause? I'm also confused."
kata dunia serba digital agar mudah kerja nyata malah sulit tadi ngasih bintang 3 siapa tau maju nyata pas hari h dipakek malah ngrepotin guna aplikasi kelas nasional kalau siap besok2 jangan luncur edit bintang 1,"They say that the world is all digital, so it's easy to do real work, but it's difficult. I gave 3 stars, who knows, it will actually progress on the day it's used, it'll be a hassle to use a national class application, if it's ready tomorrow, don't launch it, edit 1 star"
blas gagal bikin kepala pusing mana capres cawapres bisa edit hasil periksa lebih dpt lagi buat apa pake aplikasi sirekap kalo hasil ngawur beri nilai 0 05 100 saran baik jadi jangan kaya gin lagi liat banget kalo server  aplikasi buat indo jelek padahal aplikasi alat bantu negara masa segitunya hehe,"blas failed, it makes your head spin, where can the presidential and vice presidential candidates edit the results of checking more easily? What's the point of using the Sirekap application? If the results are inconsequential, give a score of 0 05 100, good advice, so don't be like Gin, it's really hard to see that the application server for Indonesia is bad, even though the application for state aids is the same as that. Haha"
aplikasi cacat aplikasi prematur banyak bug banyak error aplikasi sampah pernah pake semenjak pake handphone android kpu pake nyalahin kpps banyak aplikasi nya cacat upload satu foto susah nya mintak ampun apa pas milu 67 mau upload 1 foto telah jam jam baru id upload kadang bisa sama sekali apa mungkin dana buat aplikasi korupsi bisa aplikasi nya cacat sprematur ini hello aplikasi buat negara emang cacat aplikasi,"the application is defective, the application is premature, lots of bugs, lots of errors, trash application, have you ever used it since using an Android cellphone? If you use it, blame it on KPPS, many of the applications are defective. Uploading one photo is difficult, sorry, is it right when Milu is 67, I want to upload 1 photo, it's already an hour, the upload ID is new, sometimes it's not possible at all. Maybe the funds for the corruption application could have a defective application? Hello, the application for the state is indeed a flawed application"
baik aplikasi siap guna suruh pakai mana pps suruh coba terus update si rekap inti hasil sudh selesai peduli si rekap bisa terus cape coba2 terus wassalam,"OK, the application is ready to use, tell me which one to use, PPS, tell me to try and keep updating the main recap, the results are finished, it doesn't matter, the recap can continue to get tired, keep trying, thanks."
apk nya ya hasil eror terus bisa inisial notifikasi nya itu gagal dapat sertepikat digital akun catat sudah laku inisial coba laku clear data padahal udah berapa kali coba masuk apknya pernah mendaptkan hasil inisial nya ingat milu makin dekat mohon baik cepat nya aplikasi memang harus kan di guna,"the apk has an error result and the initial notification can fail to get the digital account certificate, note that the initials have been sold, try to clear the data, even though how many times I have tried to enter the apk, have you ever gotten the initial results, remember the mileu is getting closer, please be quick, the application really has to be used."
aplikasi crush jangan mau login klik kotak masuk langsung keluar sendiri aplikasi nya tadi bisa masuk cuma bisa unduh sertifikat saja di reinstal malah bisa masuk sama sekali,"Crush application, don't want to log in, click on the inbox, the application will immediately exit, the application can only be entered, you can only download the certificate, just reinstall it, you can even enter at all."
